label	1st	2nd	3rd	4th	5th
น้ำผึ้งมะนาวร้อน	ซัลซ่าเนื้อออสเตรเลียสไลด์ย่าง (0.46)	Extraเบคอน (0.30)	สลัดเห็ดย่าง. (0.15)	P Cheese (0.14)	สปาเก็ตตี้เพสโต้ (0.14)
Pure Mangos Teen	ไวท์ (0.54)	Honey Lemon Frappe (0.51)	คนึงดารา ที (0.44)	Honey Lomen Frappe (0.31)	Extraเบคอน (0.29)
น้ำส้ม	Honey Milk Frappe (0.32)	สปาเพสโต้กุ้ง (0.22)	Espresso Passion Fruit (0.16)	Banoffee Cake (0.10)	Hot americano (0.07)
สปาเก็ตตี้เพสโต้หอยเชลล์	สปาเกตตี้เพสโต้กุ้ง (0.94)	extra cheese (0.73)	Extra หอยเชล์ (0.62)	สลัดเห็ดย่าง. (0.27)	Thai Milk Tea Frappe (0.22)
สปาเก็ตตี้ขี่เมากุ้ง	I15สะโพกไก่ย่าง (0.36)	I18หมูสามชั้นสไลด์ (0.33)	ยำสามอย่าง (0.32)	I16หมูสันคอสไลด์ (0.29)	สปาเก็ตตี้กุ้งผัดพริกขี้หนูสวน (0.22)
ข้าวกะเพราหมูสับ	hot tea (0.00)	I13ไก่บดทรงเครื่องพริกรายู (0.00)	บูตะผัดมิโซะซอส (0.00)	สปาเก็ตตี้ปูอัดญี่ปุ่นผัดซอสโชยุ (0.00)	โรลปลาไหลย่างอโวคาโด. (0.00)
Jasmine Refill	Extraกุ้ง (0.36)	ไวท์ (0.36)	ขนมปังอบชีส (0.34)	ข้าวแกงกะหรี่ภูเขาไฟไข่กุ้ง (0.29)	Honey Milk Frappe (0.27)
ข้าวแกงกะหรี่ภูเขาไฟไข่กุ้ง	โทตส2แผ่น (0.53)	Extra Bacon (0.53)	ฮันนี่มิลค์เย็น (0.52)	I4เนื้อไก่ย่างขิงหอม (0.32)	Jasmine Refill (0.29)
Extra กุ้งทอด	ย่างรวม (0.75)	Hot Thai harb tea (0.48)	honey lemon tart (0.32)	สลัดเห็ดย่าง. (0.27)	Sing Reserve (0.17)
ยำหอยปีกนก	โรลแซลมอนสด. (0.30)	สปาเก็ตตี้ไวท์ซอสสไปซี่ปูอัดไข่กุ้ง (0.29)	สปาเก็ตตี้ไวท์ซอสครีมไข่กุ้ง (0.20)	Matcha Refill (0.16)	hot tea (0.00)
Orange lced	สปาเก็ตตี้หอยเซล์พริกขี้หนูสวน (0.51)	ขนมปังโทสต์ (0.43)	singha Beer (0.39)	Bread Toast (0.24)	Extra_Parmesan Cheese (0.23)
มะนาวโซดา	Extra cheese (0.54)	ข้าวแกงกะหรี่เนื้อสไลด์ออสเตรเลีย. (0.43)	Ice americano (0.36)	ยำปูอัดพรีเมียม. (0.23)	ข้าวหน้าหมูบูตะชาชู. (0.14)
Caramel Macchiato Frappe	Hot Cappuccino (0.72)	Kiwi & Passion Fruit (0.37)	โทสต์อาโวคาโด (0.36)	Strawberry Yogurt Smoothie (0.31)	แซนด์วิชแฮมชีสมาดาม (0.23)
banofee	โทสต์ไข่ข้นเห็ดแชมปิญอง (0.17)	Hot Caramel Milk (0.17)	ชาไทยเย็น (0.14)	Honey Lemon Frappe (0.09)	Iced Peppermint Chocolate (0.06)
Banofeecake	English breakfast Tea cold (0.85)	Iced Honey Black Coffee (0.55)	สปาเก็ตตี้ผัดเห็ดซอสญี่ปุ่น (0.47)	Chocolate Frappe (0.32)	Strawberry Panna Cotta (0.20)
Extraไข่กุ้ง	Vanilla Black Tea (0.30)	Asahi Large L 3 ขวด (0.21)	I1 เนื้อไก่ย่างเกลือ (0.18)	ข้าวปลาแซลมอนย่าง (0.16)	โทสต์ไข่ข้นผักโขมอาโวคาโดพร้อมซัลซ่ามะเขือเทศ (0.15)
Banoffee Cake	peppermint chocolet (0.51)	Banoffee Cale (0.46)	hot tea (0.33)	แพนเค็กมะพร้าว (0.32)	Extra ไข่กุ้ง (0.29)
Banoffeeระเบิด 7.9ริคเตอร์	I13ไก่บดทรงเครื่องพริกรายู (0.00)	บูตะผัดมิโซะซอส (0.00)	สปาเก็ตตี้ปูอัดญี่ปุ่นผัดซอสโชยุ (0.00)	โรลปลาไหลย่างอโวคาโด. (0.00)	Extra หอยเชลล์ (0.00)
อเมกาโน	เหล้าบ้วย (0.00)	Banana Pudding Cake (0.00)	บูตะผัดมิโซะซอส (0.00)	สปาเก็ตตี้ปูอัดญี่ปุ่นผัดซอสโชยุ (0.00)	โรลปลาไหลย่างอโวคาโด. (0.00)
สันคอสไลต์ย่าง	ปูอัดทอด ซอสทาร์ทาร์. (0.51)	หัวใจไก่ย่าง (0.50)	ไก่บดย่าง (0.50)	สลัดปลาเงิน. (0.49)	Apple Almond Cake (0.39)
ไก่บดย่าง	ปูอัดทอด ซอสทาร์ทาร์. (0.51)	หัวใจไก่ย่าง (0.50)	สันคอสไลต์ย่าง (0.50)	สลัดปลาเงิน. (0.49)	Apple Almond Cake (0.39)
หมูสามชั้นสไล 2	Hot Vanilla White Coffee (0.62)	Mocha Peppermint (0.38)	Espresso Passion Fruit (0.27)	lemon cake (0.20)	beer peach (0.18)
Extra Bacon	โทตส2แผ่น (0.99)	ข้าวแกงกะหรี่ภูเขาไฟไข่กุ้ง (0.53)	Extraเบคอน (0.24)	Passion Fruit Espresso (0.13)	Extra_Parmesan Cheese (0.13)
ตับไก่ 1	ข้าวซูชิปลาแซลมอนสด อโวคาโด (0.57)	Yuzu Soda Flower (0.56)	โรลปลาไหลย่างอโวคาโด. (0.42)	Peach Yuzu Soda (0.23)	ข้าวแกงกะหรี่ไก่ทอดโทริคัตสึ. (0.23)
เบคอนพันเห็ดเข็ม	ข้าวซูชิปลาแซลมอนสด อโวคาโด (0.57)	Yuzu Soda Flower (0.56)	โรลปลาไหลย่างอโวคาโด. (0.42)	Peach Yuzu Soda (0.23)	ข้าวแกงกะหรี่ไก่ทอดโทริคัตสึ. (0.23)
i18 หมูสามชั้นสไลด์	i18 หมู3ชั้นสไลด์ (0.70)	ข้าวหน้าหมูสันคอสันสไลด์ตุ๋นไข่. (0.32)	ข้าวแกงกะหรี่เห็ดโคนญี่ปุ่น. (0.27)	Peach Soda (0.20)	i17 ตับหมู (0.18)
หมูสามชั้นย่าง	สลัดปลาเงิน. (0.55)	Asahi Large L (0.33)	ราเมงหมูทอดทงคัตสึ. (0.32)	หมูสามชั้น 1 สะโพกไก่ 1 (0.02)	ต้มแซ่บหมู (0.01)
Thai Style Coffee	อาหารเช้าไข่ข้นและแชมปิฌอง (0.52)	สปาเก็ตตี้คาโบนาร่าซอสพริกศรีราชาไข่ออนเซ็น (0.15)	Extra_Parmesan Cheese (0.03)	พิเษศ กุ้ง (0.02)	Hot Caramel Macchiato (0.01)
Thai style coffee	อาหารเช้าไข่ข้นและแชมปิฌอง (0.52)	สปาเก็ตตี้คาโบนาร่าซอสพริกศรีราชาไข่ออนเซ็น (0.15)	Extra_Parmesan Cheese (0.03)	พิเษศ กุ้ง (0.02)	Hot Caramel Macchiato (0.01)
Banoffee Cale	peppermint chocolet (0.68)	beer peach (0.54)	Banoffee Cake (0.46)	เห็ดย่างรวม (0.38)	Extra ไข่กุ้ง (0.38)
English breakfast Tea cold	Banofeecake (0.85)	Iced Honey Black Coffee (0.64)	สปาเก็ตตี้ผัดเห็ดซอสญี่ปุ่น (0.55)	Chocolate Frappe (0.29)	Strawberry Panna Cotta (0.14)
i14ต้มหอมญี่ปุ่นอกไก่	I12 ไก่บดทรงเครื่องวาซาบิ (0.47)	มันฝรั่งบด (0.32)	สปาเก็ตตี้ผัดเห็ดซอสญี่ปุ่น (0.18)	ข้าวปลาแซลมอนย่าง (0.12)	ข้าวหน้าไก่ทอดโทริคัตสึด้งตุ๋นไข่. (0.11)
ตับ 1 ไม้ สามชั้นสไล 1 ไม้	ยำปูอัดพรีเมียม. (0.22)	ข้าวหน้าไก่ทอดโทริคัตสึ. (0.20)	Honey lemon hot (0.19)	ราเมงไก่ทอดโทริคัตสึ. (0.17)	ข้าวหน้าหมูทอดทงคัตสึด้งตุ๋นไข่. (0.12)
Izakaya ย่างรวม 5ไม้	ซูชิดับเบิ้ลหน้ารวม (0.24)	ซูชิแซลมอนสด . (0.21)	I5ตับไก่ย่าง (0.14)	ซูชิหน้าปลาดิบรวม (0.13)	ถั่วแระญี่ปุ่น. (0.10)
cookie	Oatmeal Cookies (0.99)	Extra Ham (0.28)	EDEN Sparking Apple (0.23)	I12 ไก่บดทรงเครื่องวาซาบิ (0.11)	ข้าวปลาแซลมอนย่าง. (0.07)
ขนมปังโทสต์	Orange lced (0.43)	สปาเก็ตตี้หอยเซล์พริกขี้หนูสวน (0.40)	Bread Toast (0.40)	Chocolate Cake (0.38)	Latte Frappe (0.31)
Peach	hot tea (0.00)	เหล้าบ้วย (0.00)	บูตะผัดมิโซะซอส (0.00)	สปาเก็ตตี้ปูอัดญี่ปุ่นผัดซอสโชยุ (0.00)	โรลปลาไหลย่างอโวคาโด. (0.00)
Extra Ham	pot egg (0.62)	Oatmeal Cookies (0.28)	cookie (0.28)	มัทฉะ รีฟิล (0.25)	เนื้อไก่ย่างเกลือ (0.23)
Extra cheese	Extra_Parmesan_Cheese (0.59)	มะนาวโซดา (0.54)	ข้าวแกงกะหรี่เนื้อสไลด์ออสเตรเลีย. (0.34)	Ice americano (0.28)	ยำปูอัดพรีเมียม. (0.18)
สปาเก็ตตี๋โบลงเนสเห็ด	เหล้าบ้วย (0.00)	Banana Pudding Cake (0.00)	บูตะผัดมิโซะซอส (0.00)	สปาเก็ตตี้ปูอัดญี่ปุ่นผัดซอสโชยุ (0.00)	โรลปลาไหลย่างอโวคาโด. (0.00)
ไข่ข้น	เหล้าบ้วย (0.00)	Banana Pudding Cake (0.00)	บูตะผัดมิโซะซอส (0.00)	สปาเก็ตตี้ปูอัดญี่ปุ่นผัดซอสโชยุ (0.00)	โรลปลาไหลย่างอโวคาโด. (0.00)
extra 6 bread	Hot Cappuccino (0.27)	Strawberry Yogurt Smoothie (0.21)	Hot caramel macchiato (0.21)	สปาเก็ตตี้คาโบราเมงหมูชาชู (0.19)	สปาเก็ตตี้ขี้เมาไก่กรอบ (0.19)
Extra หอยเชล์	สปาเกตตี้เพสโต้กุ้ง (0.66)	สปาเก็ตตี้เพสโต้หอยเชลล์ (0.62)	extra cheese (0.51)	เพสโต้กุ้ง (0.28)	Extra ไข่กุ้ง (0.20)
หมูสามชั้น 1 สะโพกไก่ 1	หอยปีกนก ซาชิมิ 5 ชิ้น (0.49)	ต้มแซ่บหมู (0.47)	ซัลซ่าเนื้อออสเตรเลียสไลด์ย่าง (0.38)	singha Beer (0.30)	Kiwi & Passion Fruit Frappe (0.18)
หอยเชล 2	สเต็กหมูพริกไทยดำ (0.18)	Caramel Milk Frappe (0.16)	Mix Berry Yogurt Smoothie (0.09)	สปาเก็ตตี้ขี้เมาไก่กรอบ (0.09)	ฮันนี่มิลค์เย็น (0.09)
Banoffee Chocolate Caramel	Hot Thai harb tea (0.36)	บูตะผัดมิโซะซอส (0.28)	ช็อคโกแลตบานาน่าสมูทตี้ (0.23)	Calamari (0.22)	Chocolate Cake (0.19)
สปาเกตตี้ข้าวซอยแซลมอนย่าง	Lemon Soda (0.63)	Extra_Parmesan_Cheese (0.27)	Passion Fruit Espresso (0.27)	Honey Lemon Espresso (0.24)	ราเมงไก่ทอดโทริคัตสึ. (0.19)
Extra Beef	honey lemon tart (0.63)	Extraเป็นเนื่อ (0.40)	extar shot (0.36)	Vanilla Black Tea (0.16)	pannacotta (0.14)
hot Water	กุ้งฝอยทอดกรอบ. (0.43)	Iced Matcha Latte (0.37)	โรลแซลมอนพ่นไฟ ซอสไซเกียว. (0.26)	Hot Matcha (0.20)	โรลแซลมอนอโวคาโด ซอสเทอริยากิ (0.18)
Peach Coffee	hot tea (0.00)	บูตะผัดมิโซะซอส (0.00)	สปาเก็ตตี้ปูอัดญี่ปุ่นผัดซอสโชยุ (0.00)	โรลปลาไหลย่างอโวคาโด. (0.00)	Extra หอยเชลล์ (0.00)
extra coffee	Thai Milk Tea Frappe (0.46)	ข้าวหน้ากุ้งทอดเทมปุระ. (0.36)	Matcha Espresso (0.20)	Banoffee Chocolate Caramel (0.18)	สเต็กหมูพริกไทยดำ (0.18)
